title,singer,lyric,genre
Ký Ức,Bức Tường,một ngày dừng chân nhìn lại về phía sau con đường đi qua bao niềm vui và đam mê tuổi thanh xuân từng giờ từng phút giây vòng tròn đời vẫn quay không chờ ai đứng lặng im giơ bàn tay đón chờ cơ may dòng sông xưa có đưa ta trở lại bài ca xưa có mang theo niềm vui thời gian không quay về và ta đã lớn để lời hẹn ước lại ngày hôm qua ký ức trong cuộc đời và ta sẽ nhớ có những điều kỳ diệu trong tim một ngày nhìn lên cao bầu trời xanh bao la không gợn ưu tư chim trời bay rời xa những áng mây mờ từng giờ từng phút giây vòng tròn đời vẫn quay không chờ ai đứng lặng im giơ bàn tay đón chờ cơ may dòng sông xưa có đưa ta trở lại bài ca xưa có mang theo niềm vui,rock-viet
Tuổi Bé Thơ,Bức Tường,1 nhớ lúc bé thơ tôi hay vẫn chơi đùa dưới tán lá cây vẫn xanh mướt ngây dại tuổi thơ ngày đó có chú nhóc kia say sưa vẫn lén nhìn nó thấy biết bao thang âm đang kiếm tìm vọng đếnxa tôi như đang bay bay với cánh diều ngoài đồng cùng ai trên cao cao tôi vẫn thấy mình cùng với mình đắm say 2 lớn với giấc mơ tôi luôn ước mong rằng đến với những nơi thiên nhiên vẫn hoang dại tuổi thơ ngày đó sống với biết bao yêu thương như đón chào để mỗi bước chân qua chông gai luôn yêu đời tớixa tôi như đang bay bay với những cánh diều ngoài đồng cùng ai trên cao cao tôi vẫn thấy mình cùng với mình đắm say chorus sao hôm nay đã lớn rồi ước được lại thơ bé ngày nào sao hôm nay vẫn thấy buồn lặng nhìn về phía vùng trời outro đi qua bao năm tháng để trở về với ngày nào sao hôm nay đã lớn ước được lại thơ bé ngày nào đi qua bao năm tháng để trở về với ngày nào,rock-viet
Ước Muốn,Bức Tường,1 có những tháng năm trôi thật lặng lẽ những áng mây đen ngang che bầu trời ngước mắt lên tìm màu xanh xa lắm cuộc sống không thấy màu hồng tìm kiếm ánh sáng trong đường hầm xa tắp có những bước chân đi tìm lối ra biết sẽ đi qua thật nhiều giông bão sẽ vững bước không quay đầu tháo chạy một lựa chọn một lối đi một cuộc đời một ước mơ chorus ánh dương chiếu sáng nơi chân trời một niềm tin cho cuộc sống yên bình những con đường trở về ngôi nhà trái tim muốn nói lên những lời đầy yêu thương với cuộc sống yên bình những con đường trở về ngôi nhà và người thân yêu 2 tìm kiếm ánh sáng trong đường hầm xa tắp có những bước chân đi tìm lối ra biết sẽ đi qua thật nhiều giông bão sẽ vững bước không quay đầu tháo chạy một lựa chọn một lối đi một cuộc đời một ước mơ,rock-viet
Sống,The A Plan,này có gì cứ phải nghĩ suy về một lần không may rồi tiếng cười sẽ lại vút bay chẳng còn ai nhớ đến chỉ một lần sau cuối cần gì phải tiếc nuối những ngày qua đã không dành cho ta phà một làn khói trắng cần gì phải lo lắng cứ cười lên khó khăn rồi sẽ hết nào cùng chạy thật nhanh ta lướt đi như bay sống hết từng phút giây sống hết những tháng ngày không may ấy buồn làm gì vì những lời nói khen chê sống cho trọn đam mê sống để là chính mình cuộc đời này là của mình thà lỡ lầm để rồi bước qua hơn là không bước thà cúi đầu để rồi ngước lên cơ hội rồi sẽ đến chỉ một lần sau cuối cần gì phải tiếc nuối những ngày qua đã không dành cho ta phà một làn khói trắng cần gì phải lo lắng cứ cười lên khó khăn rồi sẽ hết nào cùng chạy thật nhanh ta lướt đi như bay sống hết từng phút giây sống hết những tháng ngày không may ấy buồn làm gì vì những lời nói khen chê sống cho trọn đam mê sống để là chính mình cuộc đời này là của mình có khi lòng thật yếu đuối có khi chợt buông xuôi có ai ở bên tôi có khi niềm tin lung lay cố quên bằng men say cố quên nào ai hay,rock-viet
Lối Rẽ,Bức Tường,đời sinh ra ta với những chuyến đi những cánh đồng xanh bát ngát tận chân trời đường bình yên trải dài phía xa đi qua niềm vui và những đam mê đi con đường mới với khó khăn khôn lường hay lại cất bước theo những thói cùng nỗi sợ mơ hồ chorus ai cũng mong một ngày mai tươi sáng ai cũng mơ về điều kỳ diệu ai đi trên con đường mới thì cuộc đời sẽ luôn mỉm cười dù đục dù trong dòng nước vẫn trôi dù nắng dù mưa thời gian vẫn chạy chỉ còn ta cứ mãi vấn vương loay hoay giữa dòng đời ngược xuôi ai hay than cuộc đời bất công sao không lắng nghe tự thân đứng dậy bầu trời luôn rực rỡ sớm mai chào đón bình minh tới,rock-viet
Khoảng Trống,Bức Tường,xa xa phía lối tắt một khoảng trống vô hình nơi đây lung linh nến điệu nhạc hay bên nhau qua đêm tối chào ngày mới tuyệt vời cho tan đi nỗi nhớ ngày dài xa nhau đôi tay đan lên mái tóc em xõa ướt nhòa nâng niu kỷ niệm cũ về nghe em chorus đôi chân kia đang lạc lối chọn một đường nào về chính mình cứ mãi đắn đo xoay như xoay trong khoảng trống ngược dòng đời về từng bước dài bridge cho dù xa cho dù gian khó con đường kia ta vẫn sẽ mãi tin rằng khi bình minh mang ngày mới đến mặt trời soi dẫn bước ta qua khoảng trống vô hình,rock-viet
,,,rock-viet
Yêu,"Ngũ Cung, Nguyễn Đức Cường", hiện chưa có lời bài hát nào cho yêu do ca sĩ ngũ cung nguyễn đức cường trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Nghe Những Tiếng Vang,"Urabe, PC",yeh yeh và điều tuyệt vời nhất là được biết đến em nhưng mà đôi lúc chẳng thể nào nói những điều muốn nói dù tim mình thôi thúc người là ánh sáng anh sẽ tìm đến phía trong màn đêm bầu trời sẽ thấy anh đi tìm em ya bao nhiêu ngày rồi nay mây đầy trời nghe đâu lao xao những tiếng ve theo anh đi qua những chuyến xe sao trong tâm can xao xuyến ghê hôm nay mưa chắn cả đường về đường về nay đây chẳng còn anh chẳng còn em về người giờ bên trong vòng tay ai đường xa phượng hồng trên cây ngày mai đây sẽ nằm bên lề vậy người thay gì cho cây trong vườn hoa mùa hạ sẽ trôi qua rất nhanh thu quên mất anh ve cũng như đang kêu thất thanh trong đôi mắt xanhah nay đã không còn trông thấy anh vậy người bên em nay là ai tình yêu có đúng đâu mà sai kỷ niệm đôi ta đang mờ phai tại vì thời gian đâu chờ ai một chiều buồn ngang những tiếng ve lại chợt nghe những tiếng ve từ hạ xưa chưa muốn quên còn ùa về thu đã đến chưa hạ chỉ đưa cho đôi chân em đến đây phải chăng tình yêu luôn là thế yeh yeh yeh yeh và điều tuyệt vời nhất là được biết đến em nhưng mà đôi lúc chẳng thể nào nói những điều muốn nói dù tim mình thôi thúc người là ánh sáng anh sẽ tìm đến phía trong màn đêm bầu trời sẽ thấy anh đi tìm em thấy như hôm ấy vẫn còn đấy bên em một giây ngỡ như một ngày sâu trong mắt em anh nhìn thấy biển xanh thì không nhìn được đáy nước mắt không thể kiềm ngược lấy chẳng thể hiểu được mấy hồ tâm tư chợt đầy hạ đưa đôi chân em đến đây hạ muốn chạm lên từng áng mây hạ đến bên anh thật nhẹ nhàng rồi hạ vội vàng tung cánh bay cố gắng giữ lấy không kịp thời con tim của anh chợt vơi đôi nhịp rồi anh phải mãi thương người thật rồi em sẽ mãi luôn là mặt trời anh vẫn cảm ơn vì em đến dù đã đi và cũng mang cho anh thêm nhiều thiệt thòi vậy giờ người bên em là ai đúng hay là sai yeh yeh vì thời gian đâu chờ ai mình phải xa nhau mãi mãi phải chăng tình yêu luôn là sai luôn luôn là sai yeh yeh dường như tình yêu luôn là thế yeh yêu luôn là thế yeh yeh yeh và điều tuyệt vời nhất là được biết đến em nhưng mà đôi lúc chẳng thể nào nói những điều muốn nói dù tim mình thôi thúc người là ánh sáng anh sẽ tìm đến phía trong màn đêm bầu trời sẽ thấy anh đi tìm em một chiều thu em ra đi mãi không về và chợt anh biết mình đã đánh mất đi mùa hè đó,rock-viet
Cốc Nước Hong Em?,Chuột Sấm Sét,một chút nỗi nhớ đang đong đầy từng chút ánh nắng ghé qua từng ngày và những vấn vương còn sót lại cùng với bao nhiêu lời hứa và anh sẽ nắm lấy bàn tay của em lấy bàn tay của em những chiều hoàng hôn ấy ta trao nhau nụ hôn đầu và anh sẽ nắm lấy bàn tay của em lấy bàn tay của em cứ từng nhịp anh biết sao đây làm cốc nước hong em với những cánh hoa tàn anh sẽ đến bên nàng đứng dưới góc cây gần nhà và hát vu vơ bản tình ca ngắm những chiếc xe xưa còn anh thì cũng say sưa nằm mơ về những con đường mà mà ta sắp sửa đi qua và anh sẽ nắm lấy bàn tay của em lấy bàn tay của em những chiều hoàng hôn ấy ta trao nhau nụ hôn đầu và anh sẽ nắm lấy bàn tay của em lấy bàn tay của em cứ từng nhịp anh biết sao đây làm cốc nước hong em ,rock-viet
Wave Alpha,"7UPPERCUTS, CAM",wave alpha 7uppercuts cam quá 2 giờ sáng sao em không về chung với anh trần khắc chân nằm quá xa về đây có nhau hai đứa đắp chung mền ba má anh đang đi chơi vũng tàu hết hơn hai ngày về nhà đi anh nấu cơm về cùng với anh một ngày có nhau về chung với anh nghe em đếm hết thứ 6 qua sang thứ 2 nhắm mắt chung gối thêm một sớm mai chiều trời nhiều mưa em nhức đầu về với anh có anh xức dầu để anh đưa về nghe em hai ngày bên nhau cuối tuần mình cùng nắm tay anh lấy xe wave alpha đưa em đi tới đà lạt tháng 3 anh muốn ta về cùng một nhà ăn sáng ta cùng hát ca nhưng biết sao giờ cứ thấy em cười là anh chết trân cho tới khi nào một ngày có nhau về chung với anh nghe em em ơi em à em ơi em à em ơi em ơi em ơi em à nếu em ok anh đưa em về anh hông dê anh thề đôi khi hơi phê em đừng chê nhưng mà thề là người tốt nhà ở quận 1 anh ngoan từ trong cốt có hip hop làm chuyên môn có thằng bạn là aki anh nghi nhiều khi em thích cay là gay hơn trong hình chỉ sợ là em không tin thôi thì anh còn yên sau và thêm một nơi nương náu dẫu phố xá có bao xa anh cũng đâu có nề hà anh lấy xe wave alpha đưa em đi tới đà lạt tháng 3 anh muốn ta về cùng một nhà ăn sáng ta cùng hát ca nhưng biết sao giờ cứ thấy em cười là anh chết trân cho tới khi nào một ngày có nhau về chung với anh nghe em,rock-viet
Đông Rồi Tây,The Flob, hiện chưa có lời bài hát nào cho đong rôi tay do ca sĩ the flob trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Quả Tim Màu Lửa,Kiên Trịnh,mình yêu nhau yêu nhau thôi để con tim thôi đơn côi kề đôi môi bên đôi môi để từ nay ta có đôi mình bên nhau bên nhau đi để thôi u mê sân si buồn thôi vương trên đôi mi yêu thôi còn lắng lo gì kìa ngày nắng tới lòng người phơi phới vậy mà trái tim sao còn mang đắng cay đừng để tháng năm chôn vùi bao đắm say kìa nghe trong gió đôi lời thì thầm rằng người hãy yêu đi đừng ngại ngần cuộc đời mấy khi một ngày chết đi chẳng yêu đương gì cho đời ta hoang phí và người ơi hãy quên mình một lần dù ngàn kiếp sau đau đớn muôn phần người đừng đổi thay đừng vội buông tay để con tim này một lần rực cháy trời ơi em băn khoăn chi kìa em em tin anh đi dù anh ngu ngơ đôi khi chót làm em ướt đôi mi dù mai anh đi muôn nơi nhưng bàn tay anh không buông lơi mình yêu nhau đi em ơi yêu thôi cho bỏ cuộc đời kìa nghe trong gió đôi lời thì thầm rằng người hãy yêu đi đừng ngại ngần cuộc đời mấy khi một ngày chết đi chẳng yêu đương gì cho đời ta hoang phí và người ơi hãy quên mình một lần dù ngàn kiếp sau đau đớn muôn phần người đừng đổi thay đừng vội buông tay để con tim này một lần rực cháy,rock-viet
